image_path,caption
../dataset/platform\disney-slash-pixar-a-bugs-life.png,"The image is a promotional poster for the animated film ""A Bug's Life"" by Disney and Pixar. The poster features a cartoon ant character prominently in the foreground, with a green leaf and some grass in the background. The ant is depicted with a surprised or excited expression, with its eyes wide open and mouth slightly open. The ant is blue and has a purple headband on its head. In the background, there is a larger cartoon insect, which appears to be a grasshopper, with a brown body and green wings. The grasshopper is also depicted with a surprised or excited expression, with its eyes wide open and mouth slightly open. The poster has a green and yellow color scheme"
../dataset/platform\disney-universe.png,"The image is a promotional poster for the Disney Universe game. The title ""Disney Universe"" is prominently displayed at the top in large, white, uppercase letters. Below the title, there are several cartoon characters. The central character is a green monster with a yellow helmet and a blue cape, holding a sword. To the left, there is a yellow character with a yellow helmet and a yellow cape, wearing a yellow outfit. To the right, there is a blue character with a blue helmet and a blue cape, holding a blue sword. Below these characters, there is a green monster with a yellow helmet and a yellow cape, holding a green sword. In the background, there is a castle with"
../dataset/platform\disneys-aladdin-in-nasiras-revenge.png,"The image is a cover for a video game titled ""Aladdin in Nasira's Revenge."" The cover features a character named Aladdin, who is depicted in a dynamic pose, with his arms raised and a determined expression. Aladdin is surrounded by various characters, including a character with a long beard and a mask, and another character with a long, flowing hair. The background includes a castle and a dragon, suggesting a fantasy setting. The game is produced by Disney Interactive, as indicated by the logo in the top right corner. The cover also includes the Disney logo, indicating that it is a Disney product. The text on the cover is partially readable, but it is not entirely clear. The"
../dataset/platform\disneys-aladdin.png,"The image is a cover for the animated film ""Aladdin."" The title ""Aladdin"" is prominently displayed at the top in large, white, stylized letters. Below the title, there is a depiction of the main characters from the film. In the foreground, there is a woman with long hair, wearing a white dress and a headpiece, who appears to be in a dynamic pose, possibly fighting or being attacked. She has a sword in her hand and is surrounded by flames, suggesting a battle scene. Behind her, there is a genie with a blue body and a yellow face, who is also in a fighting stance, with a glowing orb in his hand. The genie"
../dataset/platform\disneys-hercules-action-game.png,"The image is a promotional poster for the Disney Action Game ""Hercules."" The title ""Hercules Action Game"" is prominently displayed at the top in large, bold letters. Below the title, there is a depiction of the animated character Hercules, who is depicted as a young man with red hair and a determined expression. He is holding a sword and appears to be in a battle stance, with a fierce expression on his face. To the right of Hercules, there is a menacing figure with a long, curved sword, suggesting a battle scene. The background is dark and ominous, with a blue and purple color scheme, adding to the dramatic and intense atmosphere of the poster. The overall"
../dataset/platform\disneys-tarzan.png,"The image is a cover for a video game titled ""Tarzan."" The cover features a muscular man in a jungle setting, holding a large pole with a leopard in the background. The text on the cover reads ""Walt Disney Pictures Presents"" and ""Tarzan."" The logo of Disney is visible in the top left corner. The style of the cover is reminiscent of classic Disney animation, with a vibrant and dynamic color scheme."
../dataset/platform\dk-jungle-climber.png,"The image is a cover for a video game titled ""DK Jungle Climber."" The title is prominently displayed in the center of the cover, with the letters ""DK"" in a stylized font that resembles the logo of the Donkey Kong character. Below the title, the word ""Jungle"" is written in a smaller font, and ""Climber"" is written in a bold, uppercase font. In the foreground, there are two characters from the Donkey Kong series. The character on the left is a brown monkey, and the character on the right is a red and yellow character, likely Donkey Kong. Both characters are depicted in a playful and adventurous pose, with their arms"
../dataset/platform\dlc-quest.png,"The image is a pixel art cover for a game titled ""CLE Quest."" The background features a radial gradient of blue and gray, creating a dynamic and somewhat futuristic look. The title ""CLE Quest"" is prominently displayed in a stylized font with a pixelated, retro aesthetic. The character in the image is a pixelated figure with a black and white color scheme, wearing a hat and holding a weapon, suggesting a warrior or adventurer role. The overall style is reminiscent of early 2D video games, with a focus on simplicity and clarity."
../dataset/platform\donkey-kong--2.png,"The image is a cover for a video game titled ""Donkey Kong."" The title is prominently displayed in large, bold letters at the top of the cover. Below the title, there are several characters and logos. The main character, Donkey Kong, is depicted in the center, surrounded by other characters. To the left of Donkey Kong, there is a woman wearing a red dress, and to the right, there is a man wearing a red shirt. Both characters are flying through the air, suggesting action or adventure. Below Donkey Kong, there are two other characters, one of whom is holding a sword, and another is holding a hammer. The background features a blue sky with clouds"
../dataset/platform\donkey-kong-3.png,"The image is a colorful, retro-style illustration featuring the character Donkey Kong from the ""Donkey Kong"" series. The title ""DONKEY KONG 3"" is prominently displayed at the top in bold, orange letters. The background is a vibrant mix of orange, blue, and green, with a tropical theme. In the foreground, Donkey Kong is depicted in a dynamic pose, with his arms raised and a determined expression. He is surrounded by various objects and characters, including a small boy, a monkey, and a flower. The boy is holding a gun, and the monkey is holding a flower. The scene is filled with action and energy, suggesting a high-energy adventure. The"
../dataset/platform\donkey-kong-64.png,"The image is a cover for a video game titled ""Donkey Kong 64."" The title is prominently displayed in large, bold, yellow letters at the top of the cover. Below the title, there are several characters from the game, including Donkey Kong, who is the central figure, and other characters such as Diddy Kong, K. Rool, and Toon Link. The characters are depicted in a cartoonish style, with exaggerated features and bright colors. The background features a jungle setting with trees and foliage, suggesting a tropical environment. The overall style of the cover is vibrant and colorful, typical of video game covers."
../dataset/platform\donkey-kong-country-2-diddy-s-kong-quest.png,"The image is a cover for a video game titled ""Donkey Kong Country 2: Diddy's Kong Quest."" The cover features two main characters: Donkey Kong, a large, anthropomorphic monkey, and Diddy Kong, another monkey. Donkey Kong is wearing a red cowboy hat and a red shirt, while Diddy Kong is wearing a pink shirt and a cowboy hat. They are both standing in a field, with a green field and some trees in the background. The title ""Donkey Kong Country 2"" is written in a bold, white font at the top of the cover, and ""Diddy's Kong Quest"" is written in a smaller, black font below it"
../dataset/platform\donkey-kong-country-3-dixie-kong-s-double-trouble.png,"The image is a cover for a video game titled ""Donkey Kong Country 3: Dixie Kong's Double Trouble!"" The title is prominently displayed in the center of the cover, with the subtitle ""Dixie Kong's Double Trouble!"" below it. The cover features a vibrant and colorful scene with a mountainous landscape in the background. In the foreground, there are several characters and objects that are central to the game's theme. A large, anthropomorphic donkey is riding a large, water-filled vehicle, which appears to be a hovercraft. The donkey is wearing a red hat and has a surprised expression on its face. To the left of the donkey, there is a"
../dataset/platform\donkey-kong-country-returns.png,"The image is a promotional poster for the video game ""Donkey Kong Country Returns."" The title ""Donkey Kong Country Returns"" is prominently displayed in the center of the poster in large, bold red letters. Below the title, there is a smaller text that reads ""COUNTRY RETURNS"" in a similar font style. In the foreground, there are two characters prominently featured. On the left side, there is a character resembling Donkey Kong, a well-known mascot from the Donkey Kong series. He is wearing a red hat and a red outfit, and he appears to be in a playful or excited pose, with his arms raised and a smile on his face. To the right of Donkey"
../dataset/platform\donkey-kong-country-tropical-freeze.png,"The image is a promotional poster for the video game ""Donkey Kong Country: Tropical Freeze."" The central figure is Donkey Kong, a classic video game character, depicted in a playful and cartoonish manner. He is holding a large ax and appears to be in a joyful or excited state, with his mouth open and eyes wide. To the right of Donkey Kong, there is a small, pink, and white character, likely a companion or a friend, who is also smiling and appears to be enjoying the scene. The background features a snowy landscape with trees and a few snowflakes, suggesting a cold, wintry setting. The title ""Donkey Kong Country: Tropical Freeze"""
../dataset/platform\donkey-kong-country.png,"The image is a cover for a video game titled ""Donkey Kong Country."" The title is prominently displayed at the top in large, bold red letters. Below the title, there are several logos and icons, including a bee and a banana, which are likely associated with the game's theme. The main character, Donkey Kong, is depicted in the center, surrounded by various animals and insects. The background features a dense jungle setting with trees, bushes, and a river. The overall style is cartoonish and colorful, typical of the Donkey Kong series."
../dataset/platform\donkey-kong-jr.png,"The image is a cover for a video game titled ""The Original Donkey Kong Jr. Arcade Classics Series."" The cover features a cartoonish character, Donkey Kong Jr., who is hanging from a chain. He is depicted with a red hat and a red shirt, and he appears to be in a state of distress or struggle. The background is dark, and there are two bananas and a bird flying in the air, adding to the chaotic scene. The text on the cover is in a bold, black font, and it reads ""The Original Donkey Kong Jr. Arcade Classics Series."""
../dataset/platform\donkey-kong-jungle-beat.png,"The image is a cover for a video game titled ""Donkey Kong Jungle Beat."" The title is prominently displayed in the center of the cover, with the ""Donkey Kong"" logo on the left and the ""Jungle Beat"" logo on the right. The background features a jungle scene with a large, muscular gorilla and a group of smaller gorillas. The gorillas appear to be in a state of aggression, with one gorilla holding a fist up, as if ready to fight. The overall style of the cover is vibrant and colorful, with a mix of green and yellow hues."
../dataset/platform\donkey-kong-land-2.png,"The image is a cover for a video game titled ""Donkey Kong Land 2."" The title is prominently displayed at the top in large, bold letters. Below the title, there are two characters: a monkey wearing a red hat and a red shirt, and a character with a red hat and a red shirt, both appearing to be in a dynamic pose, possibly running or jumping. The background features a dark, jungle-like environment with green foliage and a dark sky. The overall style of the cover is vibrant and colorful, with a focus on the characters and the action-packed scene."
../dataset/platform\donkey-kong-land.png,"The image is a cover for a video game titled ""Donkey Kong Land."" The title is prominently displayed at the top in a stylized font. Below the title, there are several characters, including a large, smiling Donkey Kong, a smaller, smiling Donkey Kong, and various other characters that appear to be from the game. The background features a tropical setting with palm trees and other vegetation. The overall style of the cover is vibrant and colorful, with a focus on the characters and the tropical environment."
../dataset/platform\donkey-kong.png,"The image is a cover for a Nintendo game titled ""Donkey Kong."" The cover features a large, cartoonish gorilla character, Donkey Kong, who is the central figure. He is depicted in a dynamic pose, with one arm raised and the other extended, as if he is about to jump or punch. In the background, there is a woman with blonde hair, dressed in a red dress, who appears to be in mid-air, possibly jumping or being thrown by Donkey Kong. The woman is holding a baseball bat, which is also in mid-air, suggesting she might be trying to hit Donkey Kong. To the right of the woman, there is a barrel, and"
../dataset/platform\doodle-jump.png,"The image is a cover for the game ""Doodle Jump."" The background is a light beige color with a grid pattern, suggesting a notebook or a similar surface. The main character on the cover is a yellow, round, cartoonish figure with a simple, friendly face. The character has two small, black eyes and a small, black nose, giving it a cute and friendly appearance. The character is wearing a green striped shirt. The title ""doodle jump"" is written in red, bold letters at the top of the cover. The overall style of the cover is simple and playful, with a focus on the character and the game's title."
../dataset/platform\doremi-fantasy-milon-no-doki-doki-daibouken.png,"The image is a cover for a Japanese animated television series. The title of the series is prominently displayed at the top in large, bold letters. Below the title, there are various logos and symbols, including a microphone icon, a bird, and a musical note, indicating that the series involves music and possibly singing or musical themes. The central character, a young girl with short hair, is depicted in a dynamic pose, jumping with joy and excitement. She is wearing a colorful outfit, and her expression is one of happiness and enthusiasm. Surrounding her are other characters, also in colorful outfits, suggesting a group or team. The background features a green field and a stage, indicating that the characters are"
../dataset/platform\doritos-crash-course.png,"The image is a cover for a video game titled ""Doritos Great Courses 2."" The cover features a young boy in the foreground, who appears to be the main character. He is wearing a striped shirt and jeans, and he is standing on a platform with a microphone in front of him, suggesting he is singing or speaking. The background shows a cityscape with lights and a starry sky, indicating a nighttime setting. The title ""Doritos Great Courses 2"" is prominently displayed at the top of the cover, with the ""Great Courses"" part being slightly smaller. The logo of Doritos is visible in the top left corner, and the game's logo is in the"
../dataset/platform\double-dragon.png,"The image is a cover for a video game titled ""Double Dragon."" The title is prominently displayed in large, bold, yellow letters at the top of the cover. Below the title, there are two characters in a dynamic pose, one on the left and one on the right, both holding weapons. The character on the left is wearing a white headband and a white shirt, while the character on the right is wearing a red headband and a red shirt. Both characters have a muscular build and are depicted in a fighting stance, suggesting a battle or arm wrestling match. In the background, there are several small, cartoonish characters, possibly representing opponents or enemies, scattered around the scene. The"
../dataset/platform\downwell.png,"The image is a cover for a game titled ""Downwell."" The title is prominently displayed at the top in a bold, white font. Below the title, there is a stylized illustration of a character in a white suit with a red tie, seemingly falling or being thrown into the air. The character has a long, flowing white tail and is surrounded by a dark, smoky atmosphere. To the right of the character, there is a small, red, and white logo with a stylized frog. The background is dark, with a gradient from black to gray, giving a sense of depth and danger. The overall style is minimalistic and cartoonish, with a focus on the central character"
../dataset/platform\drawn-to-life.png,"The image is a cover for a video game titled ""Drawn to Life."" The central character is a young boy with blonde hair, wearing a blue shirt and shorts, holding a sword and a bow. He is standing on a road with a group of other characters, including a girl with rabbit ears, a boy with a bow, and a girl with a bow. The background features a colorful, whimsical landscape with a castle and a dragon. The logo for THQ is visible in the top right corner. The cover also includes the rating ""E"" for Everyone, indicating that the game is suitable for all ages."
../dataset/platform\dreaming-sarah.png,"The image is a cover for a game titled ""Dreaming Sarah."" The background features a purple spiral pattern, which is repeated in a circular fashion. The character's silhouette is prominently displayed in the center, occupying a significant portion of the image. The character has a dark, almost black, hair tied up in a bun, and they are wearing a red shirt. The text ""Dreaming Sarah"" is written in a bold, white font, with ""Dreaming"" positioned above ""Sarah."" The overall style of the cover is minimalistic and modern, with a focus on the character's silhouette and the spiral pattern."
../dataset/platform\drill-dozer.png,"The image is a cover for a game titled ""DrillDazer."" The central character is a rabbit-like creature with large ears, wearing a yellow and blue outfit with a helmet. The rabbit is holding a large drill and appears to be in motion, possibly running or jumping. In the background, there are other characters, including a mouse and a small robot, suggesting a dynamic and action-packed scene. The overall style is colorful and cartoonish, with a focus on the rabbit character and the action-packed elements."
../dataset/platform\duck-game.png,"The image is a cover for a video game titled ""Duck Game."" The title is prominently displayed in the center of the cover, with the word ""Duck"" in a stylized, metallic font with a rainbow gradient effect. Below the title, the word ""GAME"" is written in a similar style but with a different font. The background features a stylized, cartoonish duck with a large, expressive beak and a red band around its neck, giving it a somewhat menacing appearance. The duck is set against a dark, textured background that resembles a cave or a rocky wall, adding to the game's adventurous and possibly dark theme. The overall style of the cover is vibrant and colorful"
../dataset/platform\ducktales-2.png,"The image is a cover for the video game ""DuckTales 2."" The title ""DuckTales 2"" is prominently displayed at the top in large, orange letters. Below the title, there are two characters: Donald Duck, who is wearing a top hat and a blue suit, and his nephews, who are dressed in colorful outfits. Donald is holding a chain and a map, while the nephews are holding a sword and a staff. The background features a stone wall with a green and yellow design, and there is a light source that appears to be a torch or a similar device, casting a glow on the characters. The overall style of the cover is cartoon"
../dataset/platform\ducktales.png,"The image is a cover for an animated television series titled ""DuckTales."" The title is prominently displayed at the top in large, yellow letters. Below the title, there is a scene featuring various characters from the show. In the foreground, there is a yellow helicopter with a group of characters inside. The characters include: - Donald Duck, who is wearing a black hat and a red suit. - Goofy, who is wearing a red and yellow striped suit. - Donald Duck Jr., who is wearing a red and yellow striped suit. - Scrooge McDuck, who is wearing a black hat and a red suit. - a duckling, who is wearing a red"
../dataset/platform\duke-nukem-ii.png,"The image is a cover for a video game titled ""Duke Nukem II."" The cover features a muscular, orange-clad character with a gun, standing in a futuristic, post-apocalyptic cityscape. The background shows a large explosion and a fiery sky, suggesting a chaotic and intense environment. The character is wearing blue pants and has a determined expression. The title is prominently displayed at the top in large, bold letters. The overall style is retro, with a mix of pixel art and 3D elements."
../dataset/platform\duke-nukem-manhattan-project.png,"The image is a promotional poster for a video game titled ""DUKE NUKEM MANHATTAN PROJECT."" The character depicted is Duke Nukem, a popular video game character known for his action-packed gameplay and humorous antics. He is shown in a dynamic pose, wearing a red vest with black accents and black gloves, and is standing in front of a cityscape with a futuristic background. The title ""MANHATTAN PROJECT"" is prominently displayed in the middle of the poster, with ""DUKE NUKEM"" written below it. The text ""TOTAL MUTANT MAYHEM"" is also visible, indicating the game's theme. The overall style of the poster is vibrant and"
../dataset/platform\duke-nukem.png,"The image is a cover for a video game titled ""Duke Nukem."" The central character is a muscular man with blonde hair, wearing a blue bandanna and a black shirt, holding a gun and a machine gun. He appears to be in a dynamic pose, suggesting action or combat. The background features a fiery explosion, adding to the intense and action-packed atmosphere of the game. The text ""Duke Nukem"" is prominently displayed in the center, with the ""Nukem"" part in a larger font size. The overall style is bold and graphic, typical of early 1990s video game art."
../dataset/platform\dungeon-of-the-endless.png,"The image is a cover for a game titled ""Dungeon of the Endless."" The title is prominently displayed in a stylized font with a gradient effect, giving it a modern and somewhat futuristic appearance. The background features a cave-like setting with a rocky cliff and a body of water below. The characters on the cliff are depicted in a minimalist style, with two figures standing close together and another two standing further apart. The characters appear to be in a relaxed pose, suggesting they might be explorers or adventurers. The overall style of the cover is dark and moody, with a focus on the dark, mysterious atmosphere of the game."
../dataset/platform\dust-an-elysian-tail.png,"The image is a cover for a game titled ""Dust: An Elysian Tail."" The cover features a dark, moody scene with a large, ethereal blue dragon with a long, flowing tail. The dragon is positioned in the upper left corner, with its tail extending towards the center of the image. Below the dragon, there is a white unicorn with a long, flowing mane and tail, appearing to be in motion, possibly running or leaping. The unicorn is positioned in the lower right corner, facing the dragon. The background is dark and ominous, with a large, vertical light beam or ray emanating from the dragon's tail, casting a dramatic and intense atmosphere. The"
../dataset/platform\dynamite-headdy.png,"The image is a cover for a video game titled ""Dynamite Headdy."" The title is prominently displayed in large, bold yellow letters at the top of the cover. Below the title, there is a cartoonish illustration of a bird with a large head and a red and yellow body, which appears to be the main character of the game. The bird is flying through the air, surrounded by various other characters and objects. The background features a cityscape with buildings and a sky with clouds. There are also several other characters, including a small green character with a red hat, a blue character with a yellow hat, and a character with a red and yellow body. The overall style of"
../dataset/platform\e-v-o-search-for-eden--1.png,"The image is a cover for a game titled ""E.V.O. Search for Eden."" The title is prominently displayed in the center of the cover, with the letters ""E.V.O."" in a stylized font that includes a green and yellow gradient. Below the title, the subtitle ""Search for Eden"" is written in a smaller font. The background features a vibrant, starry sky with a blue and green gradient, giving a cosmic and futuristic feel. The Earth is visible in the foreground, with a bright light source, possibly a sun or a star, shining brightly on it. The overall style of the cover is modern and visually striking, with a focus on the theme of exploration and discovery"
../dataset/platform\earthworm-jim-2.png,"The image is a cover for a video game titled ""Earthworm Jim 2."" The cover features a cartoonish, anthropomorphic character with a large head and a long neck, wearing a blue outfit. The character is holding a gun and appears to be in a dynamic pose, suggesting movement or action. The background is a textured, orange surface with some crisscrossing lines, giving it a rough, distressed look. The text on the cover is in a playful, bold font, with the title ""Earthworm Jim 2"" prominently displayed in the center. The logo for the game is also visible, featuring a green and yellow color scheme with a cartoonish design. The overall style of"
../dataset/platform\earthworm-jim.png,"The image is a cover for a video game titled ""Earthworm Jim."" The central character is a large, muscular worm with a scorpion-like head and tail, wearing a blue and yellow suit. The worm is holding a red object in its right hand. The background features a dark, jungle-like environment with yellow and green hues, and a small, cartoonish creature with a scorpion head is flying in the top right corner. The title ""EARTHWORM JIM"" is prominently displayed in large, orange letters with a yellow outline. The overall style is cartoonish and vibrant, with a mix of bright colors and dynamic poses."
../dataset/platform\ed-edd-n-eddy-the-mis-edventures.png,"The image is a cover for a video game titled ""Ed, Edd n Eddy: The Mis-Edventures."" The cover features the characters Ed, Edd, and Eddy, who are known from the animated series. The characters are depicted in a playful and energetic manner, with Ed and Edd appearing to be in mid-air, possibly jumping or falling. They are surrounded by various objects, including a ball, a frisbee, and a bottle, which are likely related to the game's theme of misadventures. The cover also includes the logos for the GameCube platform and the game's publisher, Midway. The text on the cover is partially readable,"
../dataset/platform\edge.png,"The image is a cover for a game titled ""EDGE."" The title is displayed in a stylized, 3D font with a gradient of white and gray. The game appears to be a puzzle or action game, as indicated by the presence of various geometric shapes and blocks in the background. The game's logo is also visible in the top left corner of the cover. The overall style is minimalist and modern, with a focus on clean lines and a limited color palette."
../dataset/platform\el-shaddai-ascension-of-the-metatron.png,"The image is a cover for a video game titled ""El Shaddai: Ascension of the Metatron."" The central figure is a male character with long, flowing hair and a muscular build, dressed in a white, flowing robe. He is holding a large, glowing sword in his right hand and a smaller, glowing staff in his left hand. The background features a snowy landscape with a blue, glowing aura surrounding the character. The title ""El Shaddai"" is prominently displayed in large, bold letters at the top of the cover, with ""Ascension of the Metatron"" written below it in a smaller font. The overall style of the cover is dark and dramatic, with a"
../dataset/platform\elasto-mania.png,"The image is a cover for a game titled ""Elasto Mania."" The background features a blue sky with a tree on the left side, and a dirt bike rider in the center. The rider is wearing a helmet and is riding a green dirt bike. The text is in white and reads ""Elasto Mania"" at the top, with a white logo of a white bike with a red wheel and a white logo of a white bike with a red wheel. The style is pixelated, reminiscent of early video game graphics."
../dataset/platform\electronic-super-joy.png,"The image is a cover for a game titled ""Electronic Super Joy."" The background is a vibrant, pink and purple gradient with swirling patterns that resemble stars or cosmic elements. In the foreground, there is a stylized character that appears to be a small, black, humanoid figure with a white face and black eyes, floating in mid-air. The character is surrounded by a glowing, white light that emanates from behind it, creating a sense of motion and energy. The character is also surrounded by several smaller, black, humanoid figures, suggesting a sense of movement or action. The overall style is cartoonish and dynamic, with a mix of bright colors and bold lines."
../dataset/platform\elevator-action.png,"The image is a cover for the video game ""Elevator Action"" by Taito. The background is a gradient of orange and yellow, with a clock in the center. The title ""Elevator Action"" is written in large, bold letters at the top. Below the title, there is a logo for Nintendo, indicating the platform the game is for. The main character is a man in a green suit, holding a gun and a folder labeled ""TOP SECRET."" The character is standing in front of a yellow door, which is open. The overall style is retro, with a vintage video game aesthetic."
../dataset/platform\ender-lilies-quietus-of-the-knights.png,"The image is a cover for a game titled ""ENDER LILIES: Quarters of the Knights."" The cover features a dark, gothic-style scene with a large, stained glass window in the background. The window has a geometric pattern with shades of green, blue, and yellow, creating a sense of depth and mystery. In the foreground, there is a character dressed in dark, medieval armor, holding a sword. This character has long, flowing hair and is walking with a determined expression. To the right, there is a smaller, more delicate character dressed in white, holding a staff or staff-like object. This character has long, flowing hair as well and is also walking with a"
../dataset/platform\enslaved-odyssey-to-the-west.png,"The image is a cover for a video game titled ""Enslaved: Odyssey to the West."" The title is prominently displayed at the top in a stylized font. Below the title, there are two characters, one male and one female, both appearing to be in a state of distress or urgency. The male character is running with his arms outstretched, while the female character is following closely behind him. Both characters are depicted in a dynamic, action-packed style, with exaggerated expressions and poses that suggest they are in a high-stakes situation. The background features a lush, green environment with various organic shapes and textures, adding to the intense and adventurous atmosphere of the game."
../dataset/platform\environmental-station-alpha.png,"The image is a cover for a game titled ""Environmental Station Alpha."" The title is prominently displayed in a stylized font, with the letter ""α"" in a large, bold font. The background is dark, which makes the title stand out. The cover features a pixel art design, reminiscent of retro video games, with a floating structure that resembles a space station or a floating island. The structure is detailed with various elements, including plants and a small building. The overall style is retro and pixelated, giving it a nostalgic feel."
../dataset/platform\epic-mickey.png,"The image is a cover for a game titled ""Epic Mickey."" The central character is Mickey Mouse, a classic animated character from Disney. He is depicted in a dynamic pose, running with a determined expression, and appears to be in a state of action or movement. Mickey is wearing a red and white outfit, which is characteristic of his classic design. In the background, there is a large splash of blue water, suggesting movement or a dynamic scene. The splash is dynamic, with splatters and droplets, adding to the sense of action. To the right of Mickey, there is a small, white, cartoonish character that appears to be a companion or a sidekick. This character is"
../dataset/platform\escape-goat.png,"The image is a cover for a game titled ""Escape Goat."" The title is prominently displayed at the top in large, white, uppercase letters. Below the title, there is a stylized illustration of a goat with a mouse on its back. The goat has a pinkish hue and is depicted with a distressed expression, with its eyes looking upward and its ears back. The mouse is small and brown, with its body partially obscured by the goat's back. The background features a dark, textured wall with a greenish-blue light source, giving the scene a somewhat eerie atmosphere. The overall style is minimalistic and dark, with a focus on the goat and the mouse."
../dataset/platform\eversion.png,"The image is a cover for a game titled ""Eversion."" The title is prominently displayed at the top in large, bold letters. Below the title, there are two characters: a small orange creature with a surprised expression, and a large orange flower-like character with a surprised expression as well. The orange creature is sitting on a small castle-like structure, which is located on the left side of the image. The large orange flower-like character is on the right side, appearing to be in mid-air, with a surprised expression. In the background, there are several small, colorful creatures and a blue gem-like object. The overall style of the image is cartoonish and colorful, with a playful and"
../dataset/platform\evoland-2.png,"The image is a cover for a game titled ""Evoland."" The central character is a young boy with red hair and a blue outfit, sitting on a golden circle with a star-like design. The boy has a confident expression and is surrounded by small, glowing orbs. The background is dark with a gradient of purple and black, giving a mysterious and magical atmosphere. The text ""Evoland"" is prominently displayed at the top in a stylized font, with ""I"" and ""Land"" in a smaller font below it. The overall style is cartoonish and whimsical, with a focus on the character and the magical elements."
../dataset/platform\fall-guys-ultimate-knockout.png,"The image is a cover for a game titled ""Fall Guys: Ultimate Knockout."" The cover features a vibrant and colorful design with various characters and elements. The main characters are stylized in a cartoonish, friendly manner, with one character in a yellow outfit and another in a purple outfit. The background includes a large, colorful inflatable structure with a mouth and teeth design, adding to the playful and energetic atmosphere of the game. The title ""Fall Guys: Ultimate Knockout"" is prominently displayed in the center of the cover in a playful, bold font. The text is blue with a slight gradient effect, making it stand out against the colorful background. The overall style of the cover is bright and"
../dataset/platform\fantastic-dizzy.png,"The image is a cover of a video game magazine titled ""Fantastic Dizzy."" The cover features a cartoonish character with a red hat and red gloves, holding a book with the text ""Sure to be a megahit!"" The character appears to be in a fantastical setting, with a castle in the background and a dragon nearby. The magazine cover has a vibrant, colorful design with a mix of cartoon and comic book elements. The text is in a playful, bold font, and the overall style is whimsical and fun."
../dataset/platform\far-lone-sails.png,"The image is a cover for a game titled ""FAR: Lone Sails."" The title is prominently displayed at the top in large, bold letters. Below the title, there is a large, black banner with a hole in it, suggesting a theme of adventure or exploration. The background features a desolate, wintry landscape with a red and white sky, adding to the cold and mysterious atmosphere. In the foreground, there is a small, red figure walking towards a large, red and black machine with a green engine. The machine appears to be a mechanical or futuristic vessel, possibly a ship or a vehicle, and it is set against a backdrop of snow and a few birds in the sky"
../dataset/platform\faxanadu.png,"The image is a cover for a video game titled ""FAXANADU."" The title is prominently displayed in large, bold letters at the bottom of the cover. Above the title, there is a circular emblem featuring a character with a white beard and a white hat, holding a sword. The character is surrounded by a blue background with a dark blue border. Surrounding the character are various mythical creatures, including dragons and other fantastical creatures, depicted in yellow and gold colors. The overall style of the cover is reminiscent of a fantasy or adventure game."
../dataset/platform\fe.png,"The image is a cover for a game titled ""FE."" The title is written in a stylized font with a dark, almost black background. The central character is a wolf-like creature with a black fur coat, standing in a forest setting. The forest is dark and moody, with trees and bushes that are silhouetted against the night sky. The sky is a gradient of purple and blue, with a bright moon shining through the trees. The overall style is dark and mysterious, with a focus on the wolf-like character and the forest landscape."
../dataset/platform\felix-the-cat.png,"The image is a cover for a video game titled ""Felix the Cat."" The title is prominently displayed at the top in large, bold letters. Below the title, there is a cartoon illustration of a cat wearing a top hat and holding a sword. The cat is surrounded by colorful, cartoonish characters and objects, including a gold coin, a sword, and a hat. The background features a bright, colorful design with a blue sky and mountains. The overall style is vibrant and playful, typical of a children's or family-friendly video game."
../dataset/platform\fez.png,"The image is a cover for a video game titled ""FEZ."" The title is prominently displayed in large, blocky, black letters. The background features a colorful, whimsical scene with a lighthouse, a ship, and a castle. The sky is blue with clouds, and there are various floating objects, including a yellow cube and a purple cube with green moss on top. The main character, a small, white creature with a red hat, is floating in the air, surrounded by these floating objects. The overall style is retro and pixelated, with a retro video game aesthetic."
../dataset/platform\figment.png,"The image is a cover for a game titled ""Figment."" The background is a gradient of blue, with a small, floating, blue object resembling a fish or a small sea creature on the left side. The title ""Figment"" is written in a stylized, cursive font in the upper left corner. Below the title, there is a large, intricate mechanical structure that appears to be a house or a workshop. The structure is adorned with various mechanical components, including gears, pipes, and a clock. The house has a green roof and is surrounded by various mechanical parts and tools. The overall style of the image is whimsical and detailed, with a focus on the mechanical elements and"
../dataset/platform\final-fight-2.png,"The image is a cover for a video game titled ""Final Fight 2."" The cover features a dynamic and action-packed scene with several characters. In the foreground, a muscular man with a bandana is holding a sword, while a woman with long hair is being lifted by another character. The background is a fiery red, adding to the intensity of the scene. The text on the cover is partially obscured, but it appears to be related to the game's title and possibly some details about the game's features or characters."
../dataset/platform\flashback-the-quest-for-identity.png,"The image is a stylized, digitally altered poster for a movie or TV show titled ""FLASHBACK."" The background is predominantly black, with a striking contrast of bright, glowing blue and yellow colors. The eyes of the characters are prominently featured, with one eye being blue and the other eye being yellow. The eyes are large and expressive, with a glowing, almost ethereal quality. The eyes are surrounded by a dynamic, almost abstract design that includes swirling patterns and bright, star-like elements. The overall style is highly stylized and artistic, with a focus on the eyes and the glowing effect around them."
