image_path,caption
../dataset/fighting\fight-angel-special-edition.png,"The image is a cover for a video game titled ""Fight Angel: Special Edition."" The character depicted is a female with short, dark hair and a confident expression. She is wearing a white dress with gold dragon designs and black gloves. The background features a cityscape with a building and a window, suggesting an urban setting. The text on the cover is partially obscured, but the visible parts read ""Fight Angel"" and ""SPECIAL EDITION."" The overall style is vibrant and dynamic, with a focus on the character's attire and the urban environment."
../dataset/fighting\fight-angel.png,"The image depicts a character with purple hair styled in two braids, wearing a white bridal gown with a white lace bodice and a sheer, flowing skirt. The character is standing in an urban setting with a backdrop of a building and a bridge. The character's attire and the setting suggest a theme of romance or fantasy. The text ""FIGHT ANGEL"" is prominently displayed in the foreground, with a stylized font that adds a dramatic effect. The overall style is reminiscent of anime or manga, with a focus on the character's elegant and somewhat mysterious appearance."
../dataset/fighting\fight-night-champion.png,"The image is a promotional poster for a boxing event. The central figure is a muscular man wearing a white towel over his head, suggesting he is a fighter. He is in a boxing stance, with his hands wrapped in white boxing gloves, indicating he is ready for a fight. The background is dark, which helps to highlight the central figure. The text on the poster reads ""FIGHT NIGHT CHAMPION"" in bold, red letters, with ""FIGHT NIGHT"" in a smaller font below it. The word ""CHAMPION"" is in a larger, bold font, emphasizing the title of the event. The overall style of the poster is bold and dynamic, with a focus on the"
../dataset/fighting\fight-night-round-2.png,"The image is a cover for a video game titled ""EA Sports Fight Night Round 2."" The cover features a character wearing a red hooded jacket, which is being pulled over their head. The character has a serious expression on their face. The game logo is prominently displayed in the center of the cover, with the EA Sports logo and the ""Fight Night"" text. The cover also includes the ""Round 2"" text, indicating that this is the second installment in the Fight Night series. The cover also includes the ""Teen"" and ""EA"" logos, indicating that the game is suitable for teenagers and is produced by Electronic Arts, respectively."
../dataset/fighting\fight-night-round-3.png,"The image is a cover for a video game titled ""Fight Night Round 3"" by EA Sports. The cover features a muscular man wearing red boxing gloves and red shorts, with the EA Sports logo prominently displayed. The game is targeted for ""Teen"" and has an ""ESRB"" rating of ""Teen."" The PlayStation 3 platform is indicated at the bottom of the cover. The overall style is bold and energetic, with a focus on the boxing theme."
../dataset/fighting\fight-night-round-4.png,"The image is a cover for a video game titled ""Fight Night Round 4"" by EA Sports. The cover features two boxers in a boxing ring, with one boxer wearing red gloves and the other wearing white gloves. The background is a mix of boxing gloves and boxing gloves, creating a dynamic and intense atmosphere. The logo of EA Sports is prominently displayed in the top left corner. The text on the cover includes the EA Sports logo, the game title, and the rating ""10+"" indicating that the game is suitable for all ages. The overall style of the cover is vibrant and energetic, reflecting the action-packed nature of the game."
../dataset/fighting\fight-of-animals-arena.png,"The image is a cover for a game titled ""Fight of Animals Arena."" The cover features a vibrant and dynamic scene with various animal characters. The background is a mix of purple and pink hues, with a dynamic lightning effect in the top left corner, suggesting a lively and action-packed atmosphere. In the foreground, there are several animal characters, each with distinct appearances and poses. The characters include: 1. A red wolf with a fierce expression, holding a sword. 2. A white wolf with a calm demeanor, standing upright. 3. A black wolf with a menacing look, holding a staff. 4. A white fox with a playful expression, holding a ball. 5. A brown bear with"
../dataset/fighting\fight-of-animals.png,"The image is a cover for a game titled ""Fight of Animals: Legend of the Strongest Creature."" The cover features a dynamic and colorful scene with various animals engaged in a fight. The central character is a large, muscular dog-like creature with a fierce expression, surrounded by other animals, including a cat, a bear, and a wolf. The background is a mix of animal prints and flames, adding to the intense and action-packed atmosphere of the game. The title is prominently displayed in the center, with the subtitle ""Legend of the Strongest Creature"" below it. The overall style is cartoonish and vibrant, with a focus on the strength and power of the animals depicted."
../dataset/fighting\fight-of-gods.png,"The image is a cover for a game titled ""Fight of Gods."" The background features a dynamic scene with two prominent characters: a muscular, dark-skinned figure on the left and a golden, bearded figure on the right. The dark-skinned figure is holding a large, wooden block, while the golden figure is holding a sword. The background is a mix of blue and white, with clouds and a sky-like setting. The title ""Fight of Gods"" is prominently displayed in the center of the image, with the word ""FIGHT"" in a bold, white font and ""OF GODS"" in a smaller, black font. The overall style is vibrant and action-packed, suggesting a"
../dataset/fighting\fighters-history.png,"The image is a cover for a video game titled ""Fighter's History."" The cover features a vibrant and dynamic scene with several characters. In the foreground, there is a large, muscular character wearing a blue hat and a red cape, holding a sword. This character appears to be in a fighting stance, ready to engage with another character. Behind this character, there is a smaller, more detailed character with a red and black suit, possibly a knight or a warrior, who is also in a fighting pose. The background is filled with other characters, some of which are also in fighting stances, suggesting a battle or a fight scene. The overall style of the cover is bold and colorful,"
../dataset/fighting\fighters-uncaged.png,"The image is a cover for a video game titled ""Fighters Uncaged."" The central figure is a male character with a determined expression, wearing a red hood and bandages on his arm, suggesting he is a fighter or a character involved in combat. The background shows a group of other characters, also in combat gear, indicating a team or group dynamic. The overall style is realistic with a focus on action and combat."
../dataset/fighting\fighting-ex-layer-another-dash.png,"The image is a cover for a video game titled ""Fighting Exlayer: Another Dash."" The cover features a group of characters, each with distinct appearances and accessories. The characters are positioned in a way that suggests they are in a dynamic pose, possibly engaged in combat or action. The background is dark, which contrasts with the brightly colored characters, making them stand out prominently. The text on the cover is clear and legible, with the title and the game's subtitle ""Another Dash"" prominently displayed. The overall style of the cover is vibrant and action-oriented, likely reflecting the game's theme of combat and adventure."
../dataset/fighting\fighting-ex-layer.png,"The image is a promotional poster for a game titled ""Ex Layer."" The background features a dynamic and action-packed scene with various characters and weapons. The characters are depicted in a stylized, anime-inspired art style, with exaggerated features and vibrant colors. The characters are positioned in a way that suggests they are engaged in a battle or confrontation, with one character holding a large sword and another holding a staff. The overall style is bold and energetic, with a focus on action and adventure."
../dataset/fighting\fighting-force.png,"The image is a cover for a video game titled ""Fighting Force."" The background is a vibrant red, and the text is in a bold, white font with a slight gradient effect. The characters on the cover are depicted in a stylized, 3D-rendered manner, with exaggerated features and dynamic poses. The characters appear to be in a group, possibly engaged in a fight or a dynamic scene. The overall style is reminiscent of early 3D video game graphics, with a focus on action and combat."
../dataset/fighting\fighting-is-magic.png,"The image is a cover for a video game titled ""My Little Pony: The Fighting Music Tribute Edition."" The cover features five characters from the My Little Pony series, each with a distinct expression and pose. The characters are: 1. **Pinkie Pie** - A pony with a surprised or shocked expression. 2. **Rainbow Dash** - A pony with a determined or angry expression. 3. **Fluttershy** - A pony with a calm or neutral expression. 4. **Pinkie Pie** (again) - The same pony as in the first character, with a surprised or shocked expression. 5. **Fluttershy** (again) - The same pony as in the"
../dataset/fighting\fighting-soulja-draco-edition.png,"The image is a logo for a game called ""Fighting Soulja."" The logo features two cartoon characters. The character on the left is a man with a red helmet and a red shirt, holding a tennis ball. The character on the right is a woman with a black helmet and a black shirt, holding a gun. Both characters are standing in front of a white background with a red border. The text ""FIGHTING"" is written in bold, red letters above the characters, and ""SOULJA"" is written in smaller, black letters below the characters. The logo has a playful and cartoonish style."
../dataset/fighting\fighting-vipers.png,"The image is a promotional poster for a video game titled ""Fighting Vipers."" The title is prominently displayed at the top in a stylized font with a red and orange color scheme. Below the title, there is a logo featuring a red and white glove with a snake design, which is likely the logo for the game's character or series. The text ""Unleash The Venom!"" is written in a bold, orange font, indicating the game's theme and possibly the game's action or combat elements. The background of the poster features a futuristic, high-tech environment with vibrant colors and geometric shapes, suggesting a high-energy, action-packed game. The overall style of the poster is dynamic and"
../dataset/fighting\fightn-rage.png,"The image is a cover for a video game titled ""Fight RAGE."" The cover features a dynamic and action-packed scene with several characters in a fighting pose. The characters are depicted in a stylized, cartoonish manner, with exaggerated features and vibrant colors. The background is dark, with a menacing figure in the top left corner, adding to the intense atmosphere of the scene. The title ""Fight RAGE"" is prominently displayed in the foreground, with a stylized font that includes a mix of green, yellow, and red colors. The characters are positioned in a way that suggests they are engaged in a fight, with one character in the foreground appearing to be in a dominant position, while others"
../dataset/fighting\final-fantasy-ii--1.png,"The image is a cover for a video game titled ""Blade of the Immortal II."" The top part of the cover features the title in a stylized, colorful font with a mix of red, blue, and yellow hues. Below the title, there is a character illustration. The character has white hair, a detailed headpiece, and is holding a large, ornate sword. The character's expression is intense and focused. The overall style of the cover is vibrant and dynamic, with a mix of fantasy and anime influences."
../dataset/fighting\final-fight-2.png,"The image is a cover for a video game titled ""Final Fight 2."" The cover features a dynamic and action-packed scene with several characters. In the foreground, a muscular man with a bandana is holding a sword, while a woman with long hair is being lifted by another character. The background is a fiery red, adding to the intensity of the scene. The text on the cover is partially obscured, but it appears to be related to the game's title and possibly some details about the game's features or characters."
../dataset/fighting\final-fight-3.png,"The image is a cover for a video game titled ""TinTight 3."" The cover features a vibrant and dynamic scene with several characters in action. The background is a mix of blue and purple hues, with a dynamic, almost cartoonish style. In the foreground, there are two characters engaged in a physical fight. One character is wearing a white outfit with a blue and white pattern, while the other is dressed in a dark outfit with a red and black pattern. Both characters are in mid-air, with the character in the white outfit appearing to be in a defensive position, while the character in the dark outfit is in a more aggressive stance, with one arm extended and a fist"
../dataset/fighting\final-fight-one.png,"The image is of a Game Boy Advance game case for ""Final Fight One"" by Capcom. The cover features two characters in a dynamic pose, with one character appearing to be in a fighting stance. The title ""Final Fight One"" is prominently displayed in the center, with the ""ONE"" in a stylized font. The logo of Capcom is visible in the bottom right corner. The cover also includes the Game Boy Advance logo in the top left corner. The overall style is vibrant and action-oriented, typical of the era when the Game Boy Advance was popular."
../dataset/fighting\final-fight.png,"The image is a cover for a video game titled ""Final Fight."" The cover features a dynamic and action-packed scene with several characters engaged in a fight. The characters are depicted in a stylized, cartoonish manner, with exaggerated features and vibrant colors. The background is a mix of blue and red, adding to the energetic atmosphere of the scene. The characters are dressed in various outfits, including jeans, shirts, and jackets, which suggests a range of different roles or personas within the game. The characters are in various poses, with some holding weapons or shields, indicating a combat scenario. The overall style of the cover is bold and colorful, with a focus on action and intensity. The text on"
../dataset/fighting\finding-a-prince-the-game.png,"The image is a cover for a game titled ""Finding a Prince."" The character on the cover is a young girl with long, wavy blonde hair and blue eyes, wearing a blue school uniform with a white collar and a black jacket. She is holding a book in her right hand and a tablet in her left hand. The background features a blurred view of a cityscape with buildings and greenery. The text on the cover is partially obscured, but the visible part reads ""FINDING A PRINCE THE GAME."""
../dataset/fighting\fire-pro-wrestling-world.png,"The image is a promotional poster for a wrestling event. It features four men, each with a distinct hairstyle and expression, arranged in a vertical line. The background is dark with a fiery, dynamic design, suggesting a high-energy event. The text on the poster is in bold, with the main title ""FIRE PRO WRESTLING WORLD"" prominently displayed in the center. Below the title, there are logos and additional text, but they are not legible in the image. The overall style is bold and energetic, typical of wrestling posters."
../dataset/fighting\firescout.png,"The image features a dark background with a fiery, dynamic scene. At the top, there is a stylized, metallic gun with a glowing, fiery effect, suggesting a connection to fire or flames. Below the gun, the word ""FIRESCOUT"" is prominently displayed in large, bold, orange letters, with a fiery effect that matches the gun's glow. The overall style is bold and energetic, with a strong emphasis on the word ""FIRESCOUT"" and the fiery elements."
../dataset/fighting\fist-of-the-north-star-ken-s-rage-2.png,"The image is a cover for a video game titled ""Fist of the North Star: Ken's Rage 2."" The cover features a dynamic and action-packed scene with a character in the foreground, who appears to be a fighter with blue and red energy emanating from him. The character is surrounded by other characters, suggesting a battle or confrontation. The background is predominantly red, with a fiery and intense atmosphere, enhancing the sense of action and drama. The cover also includes the logo of the game publisher, Koei, and the rating symbol indicating that the game is suitable for ages 18 and up. The text ""18"" is prominently displayed, and there is a logo for"
../dataset/fighting\fist-of-the-north-star-ken-s-rage.png,"The image is a cover for a video game titled ""Fist of the North Star: Ken's Rage."" The cover features a muscular, dark-haired character with a fierce expression, holding a large, menacing-looking weapon. The character is depicted in a dynamic pose, suggesting action and intensity. The background is a mix of blue and red hues, adding to the dramatic and intense atmosphere of the cover. The text on the cover includes logos for ""Koel"" and ""Koel,"" and a rating of ""18"" indicating the game is for mature audiences. The overall style is bold and aggressive, aligning with the game's title and character design."
../dataset/fighting\fisti-fluffs.png,"The image is a cover for a game titled ""Fisti-fluffs."" The cover features a cartoonish scene with several characters. In the foreground, there is a cat with a pink and purple color scheme, sitting on a blue and white checkered floor. The cat has a surprised expression and is holding a green object in its paw. Behind the cat, there is a purple and white cat with a surprised expression, also holding a green object. To the right of the cats, there is a purple and white cat with a surprised expression, holding a green object. In the background, there is a green and white cat with a surprised expression, holding a green object. The floor is check"
../dataset/fighting\flailure.png,"The image features a title screen for a game titled ""Flailure."" The title is displayed in a bold, yellow font with a crown above it, suggesting a theme of failure or misfortune. Below the title, there is a banner with a stylized, cartoonish design featuring a yellow rabbit and a white cat. The background is dark, which contrasts with the bright yellow elements of the title and banner. The overall style is playful and cartoonish, with a retro aesthetic."
../dataset/fighting\flash-party.png,"The image is a colorful, pixel art-style illustration featuring a group of characters in a whimsical, cloud-filled sky. The characters are depicted in various poses, with some holding objects like a heart and a star. The characters are dressed in colorful outfits, including a blue dress, a yellow dress, and a purple dress. The sky is blue with white clouds, and there is a large, round, colorful object in the background that resembles a planet or a space station. The overall style is bright and cheerful, with a playful and imaginative feel."
../dataset/fighting\floppy-minecraft.png,"The image is a screenshot from the game ""Minecraft,"" specifically from the mod ""Falling Blocks."" The main focus is a large, green, and leafy shovel with a redstone torch on top. The shovel is positioned diagonally, with the handle pointing upwards and the head pointing downwards, suggesting a falling motion. The redstone torch is glowing red, indicating it is powered by redstone. The background is a typical Minecraft landscape with grassy terrain and a few trees. The text ""FALLING BLOCKS"" is prominently displayed in the upper left corner, and ""RAGDOLLS!"" is written in the upper right corner, suggesting a humorous or playful context. The overall"
../dataset/fighting\football-heroes-turbo.png,"The image is a cover for a game titled ""Football Heroes Turbo."" The background features a vibrant, dynamic sports scene with a football field and stadium lights in the background. The main characters are two football players in action. One player is wearing a red and orange uniform with a helmet, while the other is in a darker uniform with a helmet. The player in red and orange is running with a dynamic pose, suggesting speed and action. The player in the darker uniform is being tackled by the player in red and orange. The overall style is cartoonish and colorful, with a focus on the action and excitement of the game."
../dataset/fighting\for-honor.png,"The image is a promotional poster for the video game ""For Honor."" The central focus is on three characters, each adorned in distinctive armor and weapons. The character on the left is dressed in traditional Japanese samurai armor, the one in the middle is in medieval knightly armor, and the character on the right is in a more modern, possibly futuristic, military uniform. All three characters are holding swords, and they are surrounded by a chaotic battlefield scene, suggesting a battle or conflict. The title ""For Honor"" is prominently displayed in large, bold letters at the top of the poster. The background features a mix of banners and flags, adding to the historical and combat theme of the game. The"
../dataset/fighting\for-sparta.png,"The image is a pixel art-style poster for a game titled ""For Sparta."" The background features a sunset with a fiery orange and red sky, and a silhouette of a warrior holding a spear. The title ""FOR SPARTA"" is prominently displayed in the top left corner in a bold, red font with a splatter effect, giving it a dynamic and action-packed feel. The overall style is reminiscent of retro video games, with a focus on bold colors and simple, clean lines."
../dataset/fighting\foul-play.png,"The image is a cover for a game titled ""Foul Play."" The background features a red curtain with a black and white illustration of a clown and a clown's face. The title ""Foul Play"" is written in a stylized font with a red and black color scheme. Below the title, there are two characters: a clown with a red hat and a black outfit, and a clown with a white hat and a black outfit. The characters appear to be in a playful or comedic setting, possibly indicating that the game involves clowning around or playing a game with clowns. The overall style is cartoonish and whimsical."
../dataset/fighting\frantics.png,"The image is a cover for a game titled ""Frantics."" The title is prominently displayed at the top in a playful, cartoonish font. Below the title, there are several colorful, anthropomorphic characters in various poses. The characters appear to be from a video game, with one character sitting on a grassy hill, another character standing on a platform, and a third character sitting on the ground. The characters are animated and have a whimsical, cartoonish style. The background features a sky with clouds, adding to the playful and vibrant atmosphere of the cover."
../dataset/fighting\fraymakers.png,"The image is a pixel art-style cover for a video game. The title ""FRAYMAKERS"" is prominently displayed in the top left corner, with a red explosion effect. Below the title, there are three characters in a dynamic pose. The character on the left is a yellow bird with a blue and yellow striped body, wearing a hat and holding a microphone. The middle character is a blue bird with a purple and yellow striped body, wearing a blue and yellow striped shirt. The character on the right is a blue bird with a yellow and blue striped body, wearing a blue and yellow striped shirt. The background features a blue and yellow striped pattern, and the overall style is retro and"
../dataset/fighting\frenzy-vr.png,"The image is a cover for a VR (Virtual Reality) game titled ""Frenzy VR."" The cover features a stylized, abstract design with a blue and white striped background. The title ""Frenzy VR"" is prominently displayed in white text with a black outline, giving it a bold and eye-catching appearance. The word ""VR"" is written in a smaller, italicized font below the main title. The overall style of the cover is modern and minimalistic, with a focus on the text and the abstract design."
../dataset/fighting\frog-fighters.png,"The image features a black background with a green frog character in the center. The text ""Frog Fighters"" is written in a stylized, neon green font, with the word ""Frog"" being the most prominent. The frog character is depicted in a dynamic pose, running or jumping, with its legs spread wide and its body slightly bent. The overall style is simple and minimalistic, with a focus on the frog character and the text."
../dataset/fighting\full-auto.png,"The image is a cover for a video game titled ""Full Throttle."" The game is set for the Xbox 360 platform. The cover art features a dynamic scene with several cars in motion, suggesting a high-speed chase or race. The cars are depicted in various states of destruction, with one car in the foreground being particularly damaged, with its hood and roof off. The background shows more cars and a building, indicating an urban setting. The title ""Full Throttle"" is prominently displayed in bold, red letters, with the ""Xbox 360"" logo below it. The logo for ""SEGA"" is also visible, indicating the game's publisher. The overall style"
../dataset/fighting\furi.png,"The image is a cover for a video game titled ""Furi."" The central character is a humanoid figure with a white, glowing head, wearing a red cloak and a blue suit of armor. The character is holding a sword and has a dynamic pose, suggesting action and adventure. The background features a futuristic, sci-fi setting with a blue and purple color scheme, featuring a circular portal and a floating object resembling a dinosaur. The text ""FURI"" is prominently displayed in the foreground, with a stylized font that adds to the game's futuristic and action-packed theme."
../dataset/fighting\fuzzball--1.png,"The image is a colorful and vibrant cover for a children's animated series called ""Fuzzball."" The title ""Fuzzball"" is prominently displayed in large, colorful letters, with each letter in a different color. The letters are stylized with a playful, cartoonish font. In the background, there are several characters and logos. On the left side, there is a cat with a red bow, and next to it, a small dog with a red bow. In the center, there is a large, smiling rabbit with a pink bow. To the right, there is a small purple creature with a bow, and behind it, a small blue creature with a bow. Above the rabbit"
../dataset/fighting\gang-beasts.png,"The image is a cover for a game titled ""Gang Beasts."" The title is prominently displayed in a stylized, pink font with a playful, cartoonish design. Below the title, there are three colorful plush toys: a red pig, a blue bear, and a green dinosaur. The dinosaur is holding a yellow snake toy. The background features a rural landscape with a fence and some greenery, suggesting a countryside setting. The overall style is vibrant and colorful, with a focus on the playful and whimsical nature of the game."
../dataset/fighting\gangstar-vegas.png,"The image is a cover for a video game titled ""Gangstar Vegas."" The cover features three characters in a dynamic, action-packed scene. The character in the foreground is a man holding a large firearm, dressed in a brown jacket and a mask. Behind him, another character is seen with a machine gun, wearing a black outfit. To the right, a woman is seated on a motorcycle, dressed in a revealing outfit, with a gun in her hand. The background includes a sunset with a palm tree, adding to the intense and gritty atmosphere of the scene. The text ""GANGSTAR VEGAS"" is prominently displayed in large, bold letters at the bottom of the cover."
../dataset/fighting\garou-mark-of-the-wolves.png,"The image is a cover for a manga or anime titled ""GARO: MARK OF THE WOLVES."" The cover features a vibrant yellow background with a mix of black and white elements. At the top, there is a stylized logo with a red and white color scheme, featuring a wolf's head and a star. Below the logo, the title ""GARO: MARK OF THE WOLVES"" is written in bold, white letters. In the center of the cover, there is a group of characters in a dynamic pose, suggesting action or conflict. The characters are depicted in various poses, with one character in the foreground holding a sword, another character in the background with"
../dataset/fighting\gas-guzzlers-extreme.png,"The image is a cover for a game titled ""Gas Guzzlers Extreme."" The title is prominently displayed in large, bold letters at the top of the cover. Below the title, there is a graphic of a car in motion, with flames and smoke billowing from its exhaust pipes, suggesting a high-speed, intense scene. The car has a distinctive design with a large, circular logo on its side. The background features a rugged, desert-like landscape with rocky terrain and a clear sky. The overall style of the cover is dynamic and action-packed, with a focus on the car's performance and the dramatic effects of the car's movement."
../dataset/fighting\george-foremans-ko-boxing.png,"The image is a promotional poster for ""George Foreman's KO Boxing."" The background is a solid blue color, and the text is in white. The main character is a muscular man with a bald head, wearing red boxing gloves and a black shirt. He is standing with his arms crossed, giving a confident pose. The text on the poster reads ""KO Boxing"" in large, bold letters, with ""George Foreman's"" in smaller text below it. The overall style is bold and energetic, with a focus on the boxing theme."
../dataset/fighting\gladiator-sword-of-vengeance.png,"The image is a cover for a video game titled ""Gladiator: Sword of Vengeance."" The cover features a muscular, armored warrior holding a sword, with a fierce expression. The background is a fiery red, adding to the dramatic and intense atmosphere of the scene. The text on the cover includes the following information: - ""GLADIATOR"" - ""SWORD OF VENGEANCE"" - ""ACCLAIM"" - ""US"" - ""APR"" - ""ACCLAIM"" is likely the developer or publisher of the game. - ""US"" indicates that the game is available in the United States. - ""APR"" could be an abbreviation for ""April,"" suggesting the release"
../dataset/fighting\god-hand.png,"The image is a cover for a video game titled ""God Hand."" The title is prominently displayed in large, bold letters at the top of the cover. Below the title, there is a stylized depiction of a hand, which appears to be holding a weapon or a piece of equipment, suggesting a theme of combat or action. The background is predominantly white, which contrasts with the dark, fiery-colored hand, adding a dramatic and intense atmosphere to the cover. The overall style is graphic and modern, with a focus on bold, bold colors and a strong visual impact."
../dataset/fighting\gods-will-fall.png,"The image is a cover for a game titled ""GODS WILL FALL."" The central figure is a large, menacing creature with a long, white beard and wings, standing on a platform with a mechanical arm. The creature appears to be a combination of a dragon and a mechanical device, with intricate details and glowing elements. In the foreground, there is a character dressed in a dark, ornate outfit, holding a staff, standing on a platform with a mechanical arm. The character's attire and the mechanical elements suggest a fantasy or sci-fi setting. The background features other mechanical and fantastical elements, including a large, mechanical bird and a structure that resembles a mechanical dragon. The overall"
../dataset/fighting\godzilla-destroy-all-monsters-melee.png,"The image is a promotional poster for the video game ""Godzilla: Destroy All Monsters."" The central figure is a large, green, monster-like creature, which is Godzilla, the iconic Japanese monster from the ""Godzilla"" franchise. The creature is depicted in a dynamic pose, with its mouth open and claws extended, suggesting it is in the midst of a powerful attack. To the right of Godzilla, there is a robot-like figure, which appears to be a mecha, a type of robot from the ""Godzilla"" series. The mecha is in a fighting stance, with its arms extended and a fierce expression, indicating it is ready to engage in combat. In the background"
../dataset/fighting\godzilla-monster-of-monsters.png,"The image is a cover for a video game titled ""Godzilla: Monster of Monsters."" The game is published by Toho Co., Ltd. and is designed for the Nintendo Entertainment System (NES). The cover art features a large, menacing Godzilla character, which is the iconic monster from the ""Godzilla"" series. The character is depicted in a dynamic pose, with lightning bolts emanating from his body, suggesting a powerful and intense scene. The background is a mix of green and yellow hues, which is typical for the NES game covers of the time. The text on the cover is clear and legible, with the title and publisher's name prominently displayed."
../dataset/fighting\godzilla-save-the-earth.png,"The image is a cover for a video game titled ""Godzilla: Save the Earth."" The cover features a large, menacing Godzilla character in the foreground, with a cityscape in the background, including a bridge and a large building. The title ""Godzilla: Save the Earth"" is prominently displayed in the center of the cover. The game is developed by Atari and is rated ESRB (Entertainment Software Rating Board) E for Everyone. The cover art style is a mix of digital and traditional illustration, with a focus on the iconic Godzilla character and the dramatic, action-packed scene."
../dataset/fighting\godzilla-the-game--1.png,"The image is a poster for the movie ""Godzilla."" The title ""GODZILLA"" is prominently displayed in large, bold red letters at the top of the poster. Below the title, there is a black and white illustration of a large, menacing Godzilla, which is the iconic monster from the ""Godzilla"" franchise. The background of the poster is a mix of black and white, giving it a dramatic and intense feel. The overall style of the poster is dark and intense, with a focus on the iconic monster and the title."
../dataset/fighting\godzilla-unleashed.png,"The image is a promotional poster for the video game ""Godzilla Unleashed."" The title ""Godzilla Unleashed"" is prominently displayed in large, bold letters at the top of the poster. Below the title, there is a large, menacing Godzilla figure with a green and purple color scheme, standing in a cityscape with a red sky and orange sun. The background features a stylized, urban environment with buildings and a sky filled with flying birds. The overall style of the poster is vibrant and dynamic, with a focus on the iconic Godzilla character."
../dataset/fighting\golden-axe-ii.png,"The image is a poster for the video game ""Golden Axe II."" The central focus is a large, menacing dragon with sharp teeth and horns, standing in the water. The dragon is surrounded by three characters, each holding a weapon. The character on the left is a woman with long hair, wearing a red and black outfit, holding a sword. The character in the middle is a man with muscular build, wearing a blue and black outfit, holding a sword. The character on the right is a man with a shaved head, wearing a black and white outfit, holding a sword. The text ""GOLDEN AXE II"" is prominently displayed at the bottom of the poster."
../dataset/fighting\goonya-fighter-jiggly-haptic-edition.png,"The image is a cover for a video game titled ""Goomba Fighter."" The title is prominently displayed at the top in a stylized font with a Goomba (a character from the Mario series) icon. Below the title, there is a logo with the text ""BiglyMassic Edition"" in a playful, cartoonish font. The background features a vibrant, colorful scene with a blue sky, green grass, and a small, colorful building. Three characters are standing in the foreground, each wearing unique outfits. The character on the left is wearing a blue outfit with red hair, the one in the middle is wearing a red outfit with pink hair, and the character on the right is wearing"
../dataset/fighting\gotcha-force.png,"The image is a cover for a video game titled ""Gotcha Force."" The title is prominently displayed in a stylized, bold font with a red background. The main character, a young boy with orange hair, is depicted in a dynamic pose, holding a sword and a gun. He is wearing a white shirt with black and red accents, and his expression is one of excitement or determination. The background features a bright, colorful design with red and blue hues, adding to the energetic and action-packed atmosphere of the game. The overall style is cartoonish and vibrant, typical of anime or manga illustrations."
../dataset/fighting\grabity.png,"The image is a cover for a game titled ""Gravity."" The title is prominently displayed at the top in a bold, white font with a blue outline. Below the title, there is a subtitle in a smaller, white font that reads ""ballistic bot brawls."" The background of the cover features a cosmic, space-themed design with stars and a blue, glowing light effect. In the foreground, there are five characters, each with a unique design and color scheme. From left to right, the first character is a green, mechanical figure with a large head and a long neck. The second character is a blue, mechanical figure with a smaller head and a more compact body. The"
../dataset/fighting\granblue-fantasy-versus.png,"The image is a promotional poster for the video game ""Granblue Fantasy Versus."" The background features a dynamic and colorful scene with various characters in action. The characters are depicted in a fantasy setting, with some wearing armor and wielding swords or staffs. The characters are arranged in a way that suggests a battle or confrontation, with some characters in the foreground and others in the background. The title ""Granblue Fantasy Versus"" is prominently displayed in the center of the poster, with the word ""Versus"" in a stylized font that stands out against the background. The overall style of the poster is vibrant and energetic, with a focus on the action and combat elements of the game."
../dataset/fighting\grand-chase.png,"The image is a promotional poster for the game ""Grand Chase."" The background features a dynamic and colorful scene with various characters, each with distinct appearances and expressions. The characters are depicted in a stylized, anime-inspired art style, with vibrant colors and dynamic poses. The characters are positioned in a way that suggests movement and action, with some characters appearing to be in the foreground and others in the background. The title ""Grand Chase"" is prominently displayed at the bottom of the poster in bold, black letters, with a stylized font that matches the overall aesthetic of the game. The overall style of the poster is energetic and visually engaging, designed to attract the attention of potential players."
../dataset/fighting\gravity-brawl.png,"The image is a cover for a game titled ""Gravity Brawl."" The background features a blue sky with a cloud and a small, cartoonish bear holding a gun. The characters in the foreground are a boy and a girl, both holding guns, with a brown bear also holding a gun. The boy is wearing a yellow shirt and the girl is wearing a blue shirt. The game's logo is prominently displayed in the center, with the word ""GRAVITY"" in large, bold letters and ""BRAWL"" below it. The overall style is cartoonish and colorful, with a playful and energetic theme."
../dataset/fighting\guardians-of-hyelore.png,"The image is a cover for a game titled ""Guardians Hyelorpe."" The central focus is a large, menacing sea creature with sharp teeth and a fierce expression, suggesting it is a boss or a powerful enemy. Above this creature, there is a small, detailed fish with a red and black design, possibly representing a player character or a boss character. The background features a stormy sea with lightning bolts, adding to the dramatic and intense atmosphere of the scene. The logo of the game is prominently displayed in the center, featuring a shield with a red and gold design, and the word ""GUARDIANS"" in bold, white letters. The overall style is vibrant and dynamic, with"
../dataset/fighting\guilty-gear-isuka.png,"The image is a cover for a video game titled ""GUILTY GEAR ISUKA."" The central character is a muscular, blonde-haired figure with a fierce expression, wearing a golden armor with black accents and a red cape. The character is holding a sword, and the background features a red and black design that resembles a samurai sword. The text on the cover is in Japanese, with the word ""ISUKA"" prominently displayed in large, bold letters. The overall style is dynamic and action-packed, with a focus on the character's intense expression and the dramatic pose."
